1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	58	
1	255	58	
1	255	28	
1	255	28	
1	255	28	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	28	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	28	
1	255	13	
1	255	43	
1	255	43	
1	255	13	
1	255	43	
1	255	28	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	28	
1	255	58	
1	255	58	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	13	
1	255	43	
1	255	13	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	58	
1	255	43	
1	255	58	
1	255	58	
1	255	58	
1	255	28	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	43	
1	255	43	
1	255	13	
1	255	13	
1	255	58	
1	255	28	
1	255	58	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	28	
1	255	28	
1	255	58	
1	255	28	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	28	
1	255	43	
1	255	43	
1	255	43	
1	255	13	
1	255	13	
1	255	13	
1	255	28	
1	255	58	
1	255	43	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	58	
1	255	28	
1	255	13	
1	255	28	
1	255	43	
1	255	43	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	28	
1	255	43	
1	255	43	
1	255	58	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	13	
1	255	43	
1	255	28	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	28	
1	255	58	
1	255	58	
1	255	13	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	13	
1	255	28	
1	255	58	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	28	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	43	
1	255	13	
1	255	43	
1	255	13	
1	255	13	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	58	
1	255	58	
1	255	28	
1	255	28	
1	255	58	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	13	
1	255	28	
1	255	58	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
1	255	58	
1	255	13	
1	255	28	
1	255	43	
